chr	bin	arm	pos	value	disease	change
chr2	chr15:40000000-45000000	2q	187500000	0.05376344086021507	Bladder	Gain
chr2	chr15:40000000-45000000	2q	187500000	-0.011494252873563229	RCC	Loss
chr2	chr15:40000000-45000000	2q	187500000	0.04597701149425289	RCC	Gain
chr2	chr15:40000000-45000000	2q	187500000	-0	Prostate	Loss
chr2	chr15:40000000-45000000	2q	187500000	0.018181818181818174	Prostate	Gain
chr2	chr15:35000000-40000000	2q	192500000	-0.08602150537634413	Bladder	Loss
chr2	chr15:35000000-40000000	2q	192500000	0.04301075268817204	Bladder	Gain
chr2	chr15:35000000-40000000	2q	192500000	-0.011494252873563229	RCC	Loss
chr2	chr15:35000000-40000000	2q	192500000	0.04597701149425289	RCC	Gain
chr2	chr15:35000000-40000000	2q	192500000	-0	Prostate	Loss
chr2	chr15:35000000-40000000	2q	192500000	0.009090909090909106	Prostate	Gain
chr2	chr14:95000000-100000000	2q	197500000	-0.10752688172043016	Bladder	Loss
chr2	chr14:95000000-100000000	2q	197500000	0.043010752688172046	Bladder	Gain
chr2	chr14:95000000-100000000	2q	197500000	-0.011494252873563229	RCC	Loss
chr2	chr14:95000000-100000000	2q	197500000	0.04597701149425289	RCC	Gain
chr2	chr14:95000000-100000000	2q	197500000	-0	Prostate	Loss
chr2	chr14:95000000-100000000	2q	197500000	0.009090909090909106	Prostate	Gain
chr2	chr14:90000000-95000000	2q	202500000	-0.1397849462365592	Bladder	Loss
chr2	chr14:90000000-95000000	2q	202500000	0.043010752688172046	Bladder	Gain
chr2	chr14:90000000-95000000	2q	202500000	-0.011494252873563229	RCC	Loss
chr2	chr14:90000000-95000000	2q	202500000	0.04597701149425289	RCC	Gain
chr2	chr14:90000000-95000000	2q	202500000	-0	Prostate	Loss
chr2	chr14:90000000-95000000	2q	202500000	0.009090909090909106	Prostate	Gain
chr2	chr14:80000000-85000000	2q	207500000	-0.1505376344086022	Bladder	Loss
chr2	chr14:80000000-85000000	2q	207500000	0.03225806451612905	Bladder	Gain
chr2	chr14:80000000-85000000	2q	207500000	-0.02298850574712645	RCC	Loss
chr2	chr14:80000000-85000000	2q	207500000	0.04597701149425289	RCC	Gain
chr2	chr14:80000000-85000000	2q	207500000	-0	Prostate	Loss
chr2	chr14:80000000-85000000	2q	207500000	0.009090909090909106	Prostate	Gain
chr2	chr14:75000000-80000000	2q	212500000	-0.19354838709677424	Bladder	Loss
chr2	chr14:75000000-80000000	2q	212500000	0.04301075268817205	Bladder	Gain
chr2	chr14:75000000-80000000	2q	212500000	-0.03448275862068966	RCC	Loss
chr2	chr14:75000000-80000000	2q	212500000	0.04597701149425289	RCC	Gain
chr2	chr14:75000000-80000000	2q	212500000	-0	Prostate	Loss
chr2	chr14:75000000-80000000	2q	212500000	0	Prostate	Gain
chr2	chr14:65000000-70000000	2q	217500000	-0.2365591397849463	Bladder	Loss
chr2	chr14:65000000-70000000	2q	217500000	0.02150537634408603	Bladder	Gain
chr2	chr14:65000000-70000000	2q	217500000	-0.0459770114942529	RCC	Loss
chr2	chr14:65000000-70000000	2q	217500000	0.04597701149425289	RCC	Gain
chr2	chr14:65000000-70000000	2q	217500000	-0.009090909090909101	Prostate	Loss
chr2	chr14:65000000-70000000	2q	217500000	0	Prostate	Gain
chr2	chr14:60000000-65000000	2q	222500000	-0.24731182795698933	Bladder	Loss
chr2	chr14:60000000-65000000	2q	222500000	0.02150537634408603	Bladder	Gain
chr2	chr14:60000000-65000000	2q	222500000	-0.03448275862068966	RCC	Loss
chr2	chr14:60000000-65000000	2q	222500000	0.04597701149425289	RCC	Gain
chr2	chr14:60000000-65000000	2q	222500000	-0.009090909090909101	Prostate	Loss
chr2	chr14:60000000-65000000	2q	222500000	0	Prostate	Gain
chr3	chr13:100000000-105000000	3p	7500000	-0.03225806451612905	Bladder	Loss
chr3	chr13:100000000-105000000	3p	7500000	0.1935483870967742	Bladder	Gain
chr3	chr13:100000000-105000000	3p	7500000	-0.4482758620689656	RCC	Loss
chr3	chr13:100000000-105000000	3p	7500000	0.011494252873563229	RCC	Gain
chr3	chr13:100000000-105000000	3p	7500000	-0.018181818181818174	Prostate	Loss
chr3	chr13:100000000-105000000	3p	7500000	0.018181818181818177	Prostate	Gain
chr3	chr13:95000000-100000000	3p	32500000	-0.043010752688172074	Bladder	Loss
chr3	chr13:95000000-100000000	3p	32500000	0.16129032258064518	Bladder	Gain
chr3	chr13:95000000-100000000	3p	32500000	-0.4597701149425288	RCC	Loss
chr3	chr13:95000000-100000000	3p	32500000	0	RCC	Gain
chr3	chr13:95000000-100000000	3p	32500000	-0	Prostate	Loss
chr3	chr13:95000000-100000000	3p	32500000	0.018181818181818177	Prostate	Gain
chr3	chr13:90000000-95000000	3p	62500000	-0.053763440860215096	Bladder	Loss
chr3	chr13:90000000-95000000	3p	62500000	0.09677419354838716	Bladder	Gain
chr3	chr13:90000000-95000000	3p	62500000	-0.39080459770114945	RCC	Loss
chr3	chr13:90000000-95000000	3p	62500000	0	RCC	Gain
chr3	chr13:90000000-95000000	3p	62500000	-0.018181818181818177	Prostate	Loss
chr3	chr13:90000000-95000000	3p	62500000	0.009090909090909096	Prostate	Gain
chr3	chr13:85000000-90000000	3p	72500000	-0.07526881720430108	Bladder	Loss
chr3	chr13:85000000-90000000	3p	72500000	0.1290322580645162	Bladder	Gain
chr3	chr13:85000000-90000000	3p	72500000	-0.3448275862068965	RCC	Loss
chr3	chr13:85000000-90000000	3p	72500000	0.011494252873563229	RCC	Gain
chr3	chr13:85000000-90000000	3p	72500000	-0.018181818181818195	Prostate	Loss
chr3	chr13:85000000-90000000	3p	72500000	0.009090909090909096	Prostate	Gain
chr3	chr13:80000000-85000000	3q	117500000	-0	Bladder	Loss
chr3	chr13:80000000-85000000	3q	117500000	0.2043010752688172	Bladder	Gain
chr3	chr13:80000000-85000000	3q	117500000	-0.10344827586206898	RCC	Loss
chr3	chr13:80000000-85000000	3q	117500000	0.03448275862068965	RCC	Gain
chr3	chr13:80000000-85000000	3q	117500000	-0	Prostate	Loss
chr3	chr13:80000000-85000000	3q	117500000	0.0090909090909091	Prostate	Gain
chr3	chr13:75000000-80000000	3q	127500000	-0	Bladder	Loss
chr3	chr13:75000000-80000000	3q	127500000	0.2150537634408602	Bladder	Gain
chr3	chr13:75000000-80000000	3q	127500000	-0.09195402298850579	RCC	Loss
chr3	chr13:75000000-80000000	3q	127500000	0.0459770114942529	RCC	Gain
chr3	chr13:75000000-80000000	3q	127500000	-0	Prostate	Loss
chr3	chr13:75000000-80000000	3q	127500000	0.027272727272727282	Prostate	Gain
chr3	chr13:70000000-75000000	3q	142500000	-0	Bladder	Loss
chr3	chr13:70000000-75000000	3q	142500000	0.25806451612903225	Bladder	Gain
chr3	chr13:70000000-75000000	3q	142500000	-0.0689655172413793	RCC	Loss
chr3	chr13:70000000-75000000	3q	142500000	0.057471264367816084	RCC	Gain
chr3	chr13:70000000-75000000	3q	142500000	-0.018181818181818177	Prostate	Loss
chr3	chr13:70000000-75000000	3q	142500000	0.06363636363636364	Prostate	Gain
chr3	chr13:65000000-70000000	3q	147500000	-0	Bladder	Loss
chr3	chr13:65000000-70000000	3q	147500000	0.2903225806451613	Bladder	Gain
chr3	chr13:65000000-70000000	3q	147500000	-0.0689655172413793	RCC	Loss
chr3	chr13:65000000-70000000	3q	147500000	0.057471264367816084	RCC	Gain
chr3	chr13:65000000-70000000	3q	147500000	-0.018181818181818177	Prostate	Loss
chr3	chr13:65000000-70000000	3q	147500000	0.06363636363636364	Prostate	Gain
chr4	chr13:60000000-65000000	4p	12500000	-0.15053763440860216	Bladder	Loss
chr4	chr13:60000000-65000000	4p	12500000	0.04301075268817207	Bladder	Gain
chr4	chr13:60000000-65000000	4p	12500000	-0.011494252873563229	RCC	Loss
chr4	chr13:60000000-65000000	4p	12500000	0.045977011494252915	RCC	Gain
chr4	chr13:60000000-65000000	4p	12500000	-0.036363636363636355	Prostate	Loss
chr4	chr13:60000000-65000000	4p	12500000	0	Prostate	Gain
chr4	chr13:50000000-55000000	4p	17500000	-0.1827956989247312	Bladder	Loss
chr4	chr13:50000000-55000000	4p	17500000	0.04301075268817207	Bladder	Gain
chr4	chr13:50000000-55000000	4p	17500000	-0.011494252873563229	RCC	Loss
chr4	chr13:50000000-55000000	4p	17500000	0.045977011494252915	RCC	Gain
chr4	chr13:50000000-55000000	4p	17500000	-0.036363636363636355	Prostate	Loss
chr4	chr13:50000000-55000000	4p	17500000	0	Prostate	Gain
chr4	chr13:45000000-50000000	4p	22500000	-0.18279569892473121	Bladder	Loss
chr4	chr13:45000000-50000000	4p	22500000	0.03225806451612905	Bladder	Gain
chr4	chr13:45000000-50000000	4p	22500000	-0.011494252873563229	RCC	Loss
chr4	chr13:45000000-50000000	4p	22500000	0.045977011494252915	RCC	Gain
chr4	chr13:45000000-50000000	4p	22500000	-0.036363636363636355	Prostate	Loss
chr4	chr13:45000000-50000000	4p	22500000	0	Prostate	Gain
chr4	chr13:40000000-45000000	4p	27500000	-0.18279569892473121	Bladder	Loss
chr4	chr13:40000000-45000000	4p	27500000	0.03225806451612905	Bladder	Gain
chr4	chr13:40000000-45000000	4p	27500000	-0.011494252873563229	RCC	Loss
chr4	chr13:40000000-45000000	4p	27500000	0.045977011494252915	RCC	Gain
chr4	chr13:40000000-45000000	4p	27500000	-0.036363636363636355	Prostate	Loss
chr4	chr13:40000000-45000000	4p	27500000	0	Prostate	Gain
chr4	chr13:35000000-40000000	4p	32500000	-0.18279569892473121	Bladder	Loss
chr4	chr13:35000000-40000000	4p	32500000	0.04301075268817207	Bladder	Gain
chr4	chr13:35000000-40000000	4p	32500000	-0.011494252873563229	RCC	Loss
chr4	chr13:35000000-40000000	4p	32500000	0.045977011494252915	RCC	Gain
chr4	chr13:35000000-40000000	4p	32500000	-0.036363636363636355	Prostate	Loss
chr4	chr13:35000000-40000000	4p	32500000	0	Prostate	Gain
chr4	chr13:30000000-35000000	4p	37500000	-0.1612903225806452	Bladder	Loss
chr4	chr13:30000000-35000000	4p	37500000	0.053763440860215075	Bladder	Gain
chr4	chr13:30000000-35000000	4p	37500000	-0.011494252873563229	RCC	Loss
chr4	chr13:30000000-35000000	4p	37500000	0.05747126436781606	RCC	Gain
chr4	chr13:30000000-35000000	4p	37500000	-0.027272727272727285	Prostate	Loss
chr4	chr13:30000000-35000000	4p	37500000	0	Prostate	Gain
chr4	chr13:25000000-30000000	4q	62500000	-0.11827956989247318	Bladder	Loss
chr4	chr13:25000000-30000000	4q	62500000	0.021505376344086037	Bladder	Gain
chr4	chr13:25000000-30000000	4q	62500000	-0.011494252873563229	RCC	Loss
chr4	chr13:25000000-30000000	4q	62500000	0.034482758620689655	RCC	Gain
chr4	chr13:25000000-30000000	4q	62500000	-0.0181818181818182	Prostate	Loss
chr4	chr13:25000000-30000000	4q	62500000	0	Prostate	Gain
chr4	chr13:20000000-25000000	4q	67500000	-0.0860215053763441	Bladder	Loss
chr4	chr13:20000000-25000000	4q	67500000	0.010752688172043019	Bladder	Gain
chr4	chr13:20000000-25000000	4q	67500000	-0.011494252873563229	RCC	Loss
chr4	chr13:20000000-25000000	4q	67500000	0.034482758620689655	RCC	Gain
chr4	chr13:20000000-25000000	4q	67500000	-0.0181818181818182	Prostate	Loss
chr4	chr13:20000000-25000000	4q	67500000	0	Prostate	Gain
chr4	chr12:125000000-130000000	4q	72500000	-0.10752688172043015	Bladder	Loss
chr4	chr12:125000000-130000000	4q	72500000	0.04301075268817207	Bladder	Gain
chr4	chr12:125000000-130000000	4q	72500000	-0.011494252873563229	RCC	Loss
chr4	chr12:125000000-130000000	4q	72500000	0.045977011494252915	RCC	Gain
chr4	chr12:125000000-130000000	4q	72500000	-0.0090909090909091	Prostate	Loss
chr4	chr12:125000000-130000000	4q	72500000	0	Prostate	Gain
chr4	chr12:115000000-120000000	4q	82500000	-0.11827956989247317	Bladder	Loss
chr4	chr12:115000000-120000000	4q	82500000	0.04301075268817205	Bladder	Gain
chr4	chr12:115000000-120000000	4q	82500000	-0.011494252873563229	RCC	Loss
chr4	chr12:115000000-120000000	4q	82500000	0.045977011494252915	RCC	Gain
chr4	chr12:115000000-120000000	4q	82500000	-0.0090909090909091	Prostate	Loss
chr4	chr12:115000000-120000000	4q	82500000	0	Prostate	Gain
chr4	chr12:105000000-110000000	4q	87500000	-0.10752688172043012	Bladder	Loss
chr4	chr12:105000000-110000000	4q	87500000	0.04301075268817205	Bladder	Gain
chr4	chr12:105000000-110000000	4q	87500000	-0.011494252873563229	RCC	Loss
chr4	chr12:105000000-110000000	4q	87500000	0.045977011494252915	RCC	Gain
chr4	chr12:105000000-110000000	4q	87500000	-0.018181818181818195	Prostate	Loss
chr4	chr12:105000000-110000000	4q	87500000	0	Prostate	Gain
chr4	chr12:95000000-100000000	4q	92500000	-0.11827956989247315	Bladder	Loss
chr4	chr12:95000000-100000000	4q	92500000	0.02150537634408603	Bladder	Gain
chr4	chr12:95000000-100000000	4q	92500000	-0.011494252873563229	RCC	Loss
chr4	chr12:95000000-100000000	4q	92500000	0.045977011494252915	RCC	Gain
chr4	chr12:95000000-100000000	4q	92500000	-0.018181818181818195	Prostate	Loss
chr4	chr12:95000000-100000000	4q	92500000	0	Prostate	Gain
chr4	chr12:90000000-95000000	4q	97500000	-0.12903225806451618	Bladder	Loss
chr4	chr12:90000000-95000000	4q	97500000	0.03225806451612905	Bladder	Gain
chr4	chr12:90000000-95000000	4q	97500000	-0.011494252873563229	RCC	Loss
chr4	chr12:90000000-95000000	4q	97500000	0.045977011494252915	RCC	Gain
chr4	chr12:90000000-95000000	4q	97500000	-0.018181818181818195	Prostate	Loss
chr4	chr12:90000000-95000000	4q	97500000	0	Prostate	Gain
chr4	chr12:85000000-90000000	4q	102500000	-0.11827956989247317	Bladder	Loss
chr4	chr12:85000000-90000000	4q	102500000	0.02150537634408603	Bladder	Gain
chr4	chr12:85000000-90000000	4q	102500000	-0.011494252873563229	RCC	Loss
chr4	chr12:85000000-90000000	4q	102500000	0.045977011494252915	RCC	Gain
chr4	chr12:85000000-90000000	4q	102500000	-0.018181818181818195	Prostate	Loss
chr4	chr12:85000000-90000000	4q	102500000	0	Prostate	Gain
chr4	chr12:80000000-85000000	4q	107500000	-0.11827956989247317	Bladder	Loss
chr4	chr12:80000000-85000000	4q	107500000	0.02150537634408603	Bladder	Gain
chr4	chr12:80000000-85000000	4q	107500000	-0.011494252873563229	RCC	Loss
chr4	chr12:80000000-85000000	4q	107500000	0.045977011494252915	RCC	Gain
chr4	chr12:80000000-85000000	4q	107500000	-0.018181818181818195	Prostate	Loss
chr4	chr12:80000000-85000000	4q	107500000	0	Prostate	Gain
chr4	chr12:75000000-80000000	4q	112500000	-0.12903225806451618	Bladder	Loss
chr4	chr12:75000000-80000000	4q	112500000	0.010752688172043019	Bladder	Gain
chr4	chr12:75000000-80000000	4q	112500000	-0.03448275862068966	RCC	Loss
chr4	chr12:75000000-80000000	4q	112500000	0.045977011494252915	RCC	Gain
chr4	chr12:75000000-80000000	4q	112500000	-0.027272727272727285	Prostate	Loss
chr4	chr12:75000000-80000000	4q	112500000	0	Prostate	Gain
chr4	chr12:70000000-75000000	4q	122500000	-0.12903225806451618	Bladder	Loss
chr4	chr12:70000000-75000000	4q	122500000	0.02150537634408603	Bladder	Gain
chr4	chr12:70000000-75000000	4q	122500000	-0.03448275862068966	RCC	Loss
chr4	chr12:70000000-75000000	4q	122500000	0.03448275862068967	RCC	Gain
chr4	chr12:70000000-75000000	4q	122500000	-0.05454545454545457	Prostate	Loss
chr4	chr12:70000000-75000000	4q	122500000	0	Prostate	Gain
chr4	chr12:55000000-60000000	4q	127500000	-0.1397849462365592	Bladder	Loss
chr4	chr12:55000000-60000000	4q	127500000	0.010752688172043019	Bladder	Gain
chr4	chr12:55000000-60000000	4q	127500000	-0.03448275862068966	RCC	Loss
chr4	chr12:55000000-60000000	4q	127500000	0.03448275862068967	RCC	Gain
chr4	chr12:55000000-60000000	4q	127500000	-0.04545454545454547	Prostate	Loss
chr4	chr12:55000000-60000000	4q	127500000	0	Prostate	Gain
chr4	chr12:50000000-55000000	4q	132500000	-0.1397849462365592	Bladder	Loss
chr4	chr12:50000000-55000000	4q	132500000	0.010752688172043019	Bladder	Gain
chr4	chr12:50000000-55000000	4q	132500000	-0.03448275862068966	RCC	Loss
chr4	chr12:50000000-55000000	4q	132500000	0.03448275862068967	RCC	Gain
chr4	chr12:50000000-55000000	4q	132500000	-0.0181818181818182	Prostate	Loss
chr4	chr12:50000000-55000000	4q	132500000	0	Prostate	Gain
chr4	chr12:45000000-50000000	4q	137500000	-0.1505376344086022	Bladder	Loss
chr4	chr12:45000000-50000000	4q	137500000	0.021505376344086037	Bladder	Gain
chr4	chr12:45000000-50000000	4q	137500000	-0.03448275862068966	RCC	Loss
chr4	chr12:45000000-50000000	4q	137500000	0.03448275862068967	RCC	Gain
chr4	chr12:45000000-50000000	4q	137500000	-0.0090909090909091	Prostate	Loss
chr4	chr12:45000000-50000000	4q	137500000	0	Prostate	Gain
chr4	chr12:15000000-20000000	4q	142500000	-0.1505376344086022	Bladder	Loss
chr4	chr12:15000000-20000000	4q	142500000	0.04301075268817205	Bladder	Gain
chr4	chr12:15000000-20000000	4q	142500000	-0.03448275862068966	RCC	Loss
chr4	chr12:15000000-20000000	4q	142500000	0.03448275862068967	RCC	Gain
chr4	chr12:15000000-20000000	4q	142500000	-0.0090909090909091	Prostate	Loss
chr4	chr12:15000000-20000000	4q	142500000	0	Prostate	Gain
chr4	chr12:10000000-15000000	4q	152500000	-0.1505376344086022	Bladder	Loss
chr4	chr12:10000000-15000000	4q	152500000	0.04301075268817205	Bladder	Gain
chr4	chr12:10000000-15000000	4q	152500000	-0.03448275862068966	RCC	Loss
chr4	chr12:10000000-15000000	4q	152500000	0.03448275862068967	RCC	Gain
chr4	chr12:10000000-15000000	4q	152500000	-0.0090909090909091	Prostate	Loss
chr4	chr12:10000000-15000000	4q	152500000	0.009090909090909096	Prostate	Gain
chr4	chr11:125000000-130000000	4q	157500000	-0.17204301075268816	Bladder	Loss
chr4	chr11:125000000-130000000	4q	157500000	0.03225806451612905	Bladder	Gain
chr4	chr11:125000000-130000000	4q	157500000	-0.03448275862068966	RCC	Loss
chr4	chr11:125000000-130000000	4q	157500000	0.03448275862068967	RCC	Gain
chr4	chr11:125000000-130000000	4q	157500000	-0.0090909090909091	Prostate	Loss
chr4	chr11:125000000-130000000	4q	157500000	0.009090909090909096	Prostate	Gain
chr4	chr11:115000000-120000000	4q	172500000	-0.18279569892473116	Bladder	Loss
chr4	chr11:115000000-120000000	4q	172500000	0.02150537634408603	Bladder	Gain
chr4	chr11:115000000-120000000	4q	172500000	-0.03448275862068966	RCC	Loss
chr4	chr11:115000000-120000000	4q	172500000	0.03448275862068967	RCC	Gain
chr4	chr11:115000000-120000000	4q	172500000	-0.018181818181818195	Prostate	Loss
chr4	chr11:115000000-120000000	4q	172500000	0	Prostate	Gain
chr4	chr11:110000000-115000000	4q	177500000	-0.19354838709677422	Bladder	Loss
chr4	chr11:110000000-115000000	4q	177500000	0.03225806451612905	Bladder	Gain
chr4	chr11:110000000-115000000	4q	177500000	-0.04597701149425291	RCC	Loss
chr4	chr11:110000000-115000000	4q	177500000	0.03448275862068967	RCC	Gain
chr4	chr11:110000000-115000000	4q	177500000	-0.018181818181818195	Prostate	Loss
chr4	chr11:110000000-115000000	4q	177500000	0.009090909090909096	Prostate	Gain
chr5	chr11:105000000-110000000	5p	12500000	-0.02150537634408603	Bladder	Loss
chr5	chr11:105000000-110000000	5p	12500000	0.23655913978494633	Bladder	Gain
chr5	chr11:105000000-110000000	5p	12500000	-0	RCC	Loss
chr5	chr11:105000000-110000000	5p	12500000	0.14942528735632185	RCC	Gain
chr5	chr11:105000000-110000000	5p	12500000	-0	Prostate	Loss
chr5	chr11:105000000-110000000	5p	12500000	0.02727272727272729	Prostate	Gain
chr5	chr11:95000000-100000000	5p	37500000	-0.02150537634408603	Bladder	Loss
chr5	chr11:95000000-100000000	5p	37500000	0.19354838709677424	Bladder	Gain
chr5	chr11:95000000-100000000	5p	37500000	-0	RCC	Loss
chr5	chr11:95000000-100000000	5p	37500000	0.14942528735632185	RCC	Gain
chr5	chr11:95000000-100000000	5p	37500000	-0	Prostate	Loss
chr5	chr11:95000000-100000000	5p	37500000	0.02727272727272729	Prostate	Gain
chr5	chr11:85000000-90000000	5p	42500000	-0.02150537634408603	Bladder	Loss
chr5	chr11:85000000-90000000	5p	42500000	0.18279569892473124	Bladder	Gain
chr5	chr11:85000000-90000000	5p	42500000	-0	RCC	Loss
chr5	chr11:85000000-90000000	5p	42500000	0.14942528735632185	RCC	Gain
chr5	chr11:85000000-90000000	5p	42500000	-0	Prostate	Loss
chr5	chr11:85000000-90000000	5p	42500000	0.02727272727272729	Prostate	Gain
chr5	chr11:80000000-85000000	5q	57500000	-0.17204301075268816	Bladder	Loss
chr5	chr11:80000000-85000000	5q	57500000	0	Bladder	Gain
chr5	chr11:80000000-85000000	5q	57500000	-0	RCC	Loss
chr5	chr11:80000000-85000000	5q	57500000	0.13793103448275862	RCC	Gain
chr5	chr11:80000000-85000000	5q	57500000	-0.06363636363636363	Prostate	Loss
chr5	chr11:80000000-85000000	5q	57500000	0.009090909090909101	Prostate	Gain
chr5	chr11:65000000-70000000	5q	97500000	-0.19354838709677427	Bladder	Loss
chr5	chr11:65000000-70000000	5q	97500000	0	Bladder	Gain
chr5	chr11:65000000-70000000	5q	97500000	-0	RCC	Loss
chr5	chr11:65000000-70000000	5q	97500000	0.2183908045977011	RCC	Gain
chr5	chr11:65000000-70000000	5q	97500000	-0.05454545454545456	Prostate	Loss
chr5	chr11:65000000-70000000	5q	97500000	0.009090909090909101	Prostate	Gain
chr5	chr11:55000000-60000000	5q	127500000	-0.2043010752688173	Bladder	Loss
chr5	chr11:55000000-60000000	5q	127500000	0	Bladder	Gain
chr5	chr11:55000000-60000000	5q	127500000	-0	RCC	Loss
chr5	chr11:55000000-60000000	5q	127500000	0.2758620689655172	RCC	Gain
chr5	chr11:55000000-60000000	5q	127500000	-0.01818181818181819	Prostate	Loss
chr5	chr11:55000000-60000000	5q	127500000	0.009090909090909101	Prostate	Gain
chr5	chr11:45000000-50000000	5q	142500000	-0.18279569892473124	Bladder	Loss
chr5	chr11:45000000-50000000	5q	142500000	0	Bladder	Gain
chr5	chr11:45000000-50000000	5q	142500000	-0	RCC	Loss
chr5	chr11:45000000-50000000	5q	142500000	0.2873563218390804	RCC	Gain
chr5	chr11:45000000-50000000	5q	142500000	-0.01818181818181819	Prostate	Loss
chr5	chr11:45000000-50000000	5q	142500000	0.009090909090909101	Prostate	Gain
chr5	chr11:40000000-45000000	5q	167500000	-0.24731182795698936	Bladder	Loss
chr5	chr11:40000000-45000000	5q	167500000	0.010752688172043019	Bladder	Gain
chr5	chr11:40000000-45000000	5q	167500000	-0	RCC	Loss
chr5	chr11:40000000-45000000	5q	167500000	0.2873563218390804	RCC	Gain
chr5	chr11:40000000-45000000	5q	167500000	-0.01818181818181819	Prostate	Loss
chr5	chr11:40000000-45000000	5q	167500000	0.018181818181818177	Prostate	Gain
chr6	chr11:35000000-40000000	6p	7500000	-0.053763440860215096	Bladder	Loss
chr6	chr11:35000000-40000000	6p	7500000	0.07526881720430108	Bladder	Gain
chr6	chr11:35000000-40000000	6p	7500000	-0.11494252873563214	RCC	Loss
chr6	chr11:35000000-40000000	6p	7500000	0	RCC	Gain
chr6	chr11:35000000-40000000	6p	7500000	-0.02727272727272728	Prostate	Loss
chr6	chr11:35000000-40000000	6p	7500000	0.027272727272727282	Prostate	Gain
chr6	chr11:30000000-35000000	6p	12500000	-0.06451612903225812	Bladder	Loss
chr6	chr11:30000000-35000000	6p	12500000	0.0967741935483871	Bladder	Gain
chr6	chr11:30000000-35000000	6p	12500000	-0.11494252873563214	RCC	Loss
chr6	chr11:30000000-35000000	6p	12500000	0	RCC	Gain
chr6	chr11:30000000-35000000	6p	12500000	-0.0090909090909091	Prostate	Loss
chr6	chr11:30000000-35000000	6p	12500000	0.027272727272727282	Prostate	Gain
chr6	chr11:20000000-25000000	6p	17500000	-0.043010752688172074	Bladder	Loss
chr6	chr11:20000000-25000000	6p	17500000	0.12903225806451613	Bladder	Gain
chr6	chr11:20000000-25000000	6p	17500000	-0.11494252873563214	RCC	Loss
chr6	chr11:20000000-25000000	6p	17500000	0	RCC	Gain
chr6	chr11:20000000-25000000	6p	17500000	-0.0090909090909091	Prostate	Loss
chr6	chr11:20000000-25000000	6p	17500000	0.027272727272727282	Prostate	Gain
chr6	chr11:15000000-20000000	6p	22500000	-0.02150537634408603	Bladder	Loss
chr6	chr11:15000000-20000000	6p	22500000	0.11827956989247314	Bladder	Gain
chr6	chr11:15000000-20000000	6p	22500000	-0.11494252873563214	RCC	Loss
chr6	chr11:15000000-20000000	6p	22500000	0	RCC	Gain
chr6	chr11:15000000-20000000	6p	22500000	-0.0090909090909091	Prostate	Loss
chr6	chr11:15000000-20000000	6p	22500000	0.027272727272727282	Prostate	Gain
chr6	chr11:5000000-10000000	6p	47500000	-0.053763440860215096	Bladder	Loss
chr6	chr11:5000000-10000000	6p	47500000	0.07526881720430108	Bladder	Gain
chr6	chr11:5000000-10000000	6p	47500000	-0.10344827586206898	RCC	Loss
chr6	chr11:5000000-10000000	6p	47500000	0	RCC	Gain
chr6	chr11:5000000-10000000	6p	47500000	-0.0090909090909091	Prostate	Loss
chr6	chr11:5000000-10000000	6p	47500000	0.018181818181818177	Prostate	Gain
chr6	chr10:120000000-125000000	6q	67500000	-0.08602150537634413	Bladder	Loss
chr6	chr10:120000000-125000000	6q	67500000	0.021505376344086037	Bladder	Gain
chr6	chr10:120000000-125000000	6q	67500000	-0.12643678160919533	RCC	Loss
chr6	chr10:120000000-125000000	6q	67500000	0	RCC	Gain
chr6	chr10:120000000-125000000	6q	67500000	-0.036363636363636355	Prostate	Loss
chr6	chr10:120000000-125000000	6q	67500000	0.00909090909090909	Prostate	Gain
chr6	chr10:115000000-120000000	6q	72500000	-0.1182795698924732	Bladder	Loss
chr6	chr10:115000000-120000000	6q	72500000	0.010752688172043017	Bladder	Gain
chr6	chr10:115000000-120000000	6q	72500000	-0.12643678160919533	RCC	Loss
chr6	chr10:115000000-120000000	6q	72500000	0	RCC	Gain
chr6	chr10:115000000-120000000	6q	72500000	-0.05454545454545455	Prostate	Loss
chr6	chr10:115000000-120000000	6q	72500000	0.00909090909090909	Prostate	Gain
chr6	chr10:110000000-115000000	6q	77500000	-0.1397849462365592	Bladder	Loss
chr6	chr10:110000000-115000000	6q	77500000	0.010752688172043017	Bladder	Gain
chr6	chr10:110000000-115000000	6q	77500000	-0.12643678160919533	RCC	Loss
chr6	chr10:110000000-115000000	6q	77500000	0	RCC	Gain
chr6	chr10:110000000-115000000	6q	77500000	-0.06363636363636363	Prostate	Loss
chr6	chr10:110000000-115000000	6q	77500000	0.00909090909090909	Prostate	Gain
chr6	chr10:105000000-110000000	6q	82500000	-0.1720430107526882	Bladder	Loss
chr6	chr10:105000000-110000000	6q	82500000	0	Bladder	Gain
chr6	chr10:105000000-110000000	6q	82500000	-0.13793103448275867	RCC	Loss
chr6	chr10:105000000-110000000	6q	82500000	0	RCC	Gain
chr6	chr10:105000000-110000000	6q	82500000	-0.07272727272727271	Prostate	Loss
chr6	chr10:105000000-110000000	6q	82500000	0.00909090909090909	Prostate	Gain
chr6	chr10:100000000-105000000	6q	87500000	-0.1612903225806452	Bladder	Loss
chr6	chr10:100000000-105000000	6q	87500000	0	Bladder	Gain
chr6	chr10:100000000-105000000	6q	87500000	-0.13793103448275867	RCC	Loss
chr6	chr10:100000000-105000000	6q	87500000	0	RCC	Gain
